0,221,214,15,190,4,161,58,8,127,103,262,27,395,0,0,103,1,232,15,2,68,1,7,83,0,5,1316,5,51,12,8,30,6,1,39,7,87,0,42,80,331,39,7,13,10,3,56,17,140,110,33,0,3,208,216,2,1077,13,0,220,0,4,492,67,25,86,177,22,111
1,42,10,7,1,9,203,1,20,39,0,6,55,4,1,5234,3,0,0,5,1,2,0,14,17,0,0,2,13,9,9,1,0,0,0,2,3,5,2,1,362,9,157,0,869,3,7,4,1,0,2,21,0,23,2,105,0,3,1,34,2,7,7,202,23,17,2,0,113,24
1,373,169,42,51,28,771,26,45,260,6,136,127,154,3,301,56,0,7,32,8,41,1,43,152,1,1,212,43,78,41,12,5,4,1,29,20,71,4,28,678,226,322,2,525,19,17,66,10,22,60,114,0,37,79,691,1,194,12,16,76,3,20,1142,146,75,44,9,218,207
1,381,232,34,107,18,509,44,35,261,24,228,109,262,2,37,93,0,32,32,5,62,1,28,143,0,2,493,20,86,32,12,11,6,1,43,15,104,3,40,395,299,184,4,155,21,13,69,17,59,91,83,0,21,119,491,2,448,16,5,142,1,17,1113,143,67,80,32,112,200
0,24,54,0,174,0,4,29,0,13,667,120,1,189,0,0,46,0,1819,1,0,24,0,0,7,0,11,1580,0,7,0,0,43,2,1,12,0,27,0,12,1,75,0,4,0,1,0,6,8,246,39,1,0,0,68,8,0,1274,2,0,140,0,0,46,6,1,48,722,0,10
0,22,46,1,122,0,6,22,0,11,304,87,1,171,0,0,32,0,1255,1,0,20,0,0,7,0,6,1371,0,6,0,1,33,2,0,9,0,18,0,11,1,81,1,3,0,1,0,8,5,152,34,1,0,0,89,11,0,1010,2,0,109,0,0,36,5,1,29,575,0,10
0,258,156,24,71,12,356,30,20,167,15,148,60,187,1,24,60,0,23,20,4,42,0,18,102,0,1,359,16,56,22,9,8,4,1,28,12,65,1,28,253,220,121,3,109,13,8,52,11,38,63,60,0,13,96,372,1,315,11,3,96,1,10,699,92,42,48,24,77,137
1,184,70,24,16,19,507,9,25,129,1,49,68,56,2,562,20,0,1,15,5,16,0,29,80,1,0,63,36,37,24,6,1,1,0,11,13,28,3,11,473,97,228,1,576,9,10,33,4,6,23,70,0,26,32,441,0,57,5,16,25,3,11,572,73,40,15,2,167,107
1,146,45,22,7,21,530,5,32,114,0,29,85,28,3,2311,12,0,0,14,4,9,0,33,63,1,0,24,39,29,23,5,0,1,0,7,11,19,3,7,629,55,293,0,1094,8,12,21,2,2,13,65,0,36,14,384,0,23,3,34,13,7,13,532,65,40,9,0,218,86
2,409,159,56,36,43,1133,21,44,266,2,108,115,138,6,989,44,0,4,31,11,36,1,62,188,1,0,166,93,79,52,15,3,3,1,25,34,57,5,27,932,246,464,2,1205,17,17,86,8,14,55,164,0,50,92,1101,1,144,12,30,60,6,20,1151,153,79,31,6,355,242
0,182,158,10,129,4,129,41,21,144,85,220,75,199,0,1,91,0,72,18,1,47,0,7,54,0,5,507,2,49,11,4,14,6,1,36,3,96,1,26,113,150,47,3,14,16,7,23,17,99,65,22,0,6,53,107,1,509,9,0,138,0,10,625,74,34,99,51,22,83
0,268,143,29,52,17,471,24,19,164,7,118,53,165,2,63,47,0,13,19,5,37,0,24,117,0,1,284,30,55,25,10,6,3,1,23,17,52,2,26,316,228,158,2,209,11,7,63,8,25,57,78,0,16,106,527,1,239,10,5,77,1,9,677,92,42,35,16,111,151
1,231,95,24,26,19,481,14,63,205,3,83,196,64,2,458,36,0,2,27,3,22,0,31,79,0,0,71,17,54,28,5,2,3,0,19,8,54,4,14,647,88,275,1,428,19,22,25,7,12,28,61,0,39,20,299,0,75,7,19,37,5,25,985,113,69,34,2,163,121
0,211,227,11,250,3,116,69,13,146,228,339,49,379,0,0,137,0,294,18,1,74,0,5,64,0,10,1295,1,56,10,5,35,9,1,49,3,124,0,41,75,255,33,7,6,15,4,35,25,214,109,22,0,4,122,121,2,1195,12,0,255,0,7,594,75,29,141,188,15,96
0,198,217,10,247,3,105,67,12,136,234,329,45,366,0,0,132,0,302,17,1,71,0,4,60,0,10,1279,1,52,10,4,35,8,1,47,3,118,0,39,68,243,30,7,5,14,3,33,24,214,105,20,0,3,117,111,2,1180,12,0,249,0,6,557,70,27,138,191,14,90
1,261,121,30,37,20,540,19,27,174,4,95,75,116,2,179,39,0,6,21,5,29,0,29,110,1,0,166,33,54,28,9,4,3,0,20,16,48,2,21,437,173,212,2,351,13,10,51,7,16,44,82,0,23,66,519,1,147,9,10,55,2,12,749,98,49,30,7,148,146
1,208,85,27,21,20,530,12,20,132,2,60,52,80,3,315,25,0,3,16,5,20,0,28,96,1,0,103,43,40,25,8,2,2,0,13,17,30,2,15,411,136,206,1,476,9,8,46,4,8,31,79,0,22,54,540,1,89,7,12,35,2,9,562,75,38,17,4,156,122
1,91,29,11,6,11,270,3,38,88,0,22,115,15,1,1234,10,0,0,12,2,6,0,19,32,0,0,12,11,21,14,2,0,1,0,6,4,17,3,4,450,25,188,0,488,8,14,8,2,2,7,30,0,29,4,143,0,14,2,23,8,6,14,443,49,34,9,0,117,49
0,228,149,18,78,9,268,30,22,161,22,158,70,173,1,13,64,0,26,20,3,41,0,15,82,0,1,347,9,54,18,7,9,4,1,29,7,72,1,25,213,182,97,3,67,14,8,39,12,45,60,44,0,11,71,252,1,322,10,2,98,0,10,688,87,40,58,24,57,116
0,136,151,8,165,2,82,46,3,72,113,197,12,332,0,0,76,0,322,8,1,51,0,3,51,0,4,1334,2,31,6,5,30,4,1,27,4,58,0,31,34,255,17,6,4,6,1,40,12,133,85,18,0,1,190,125,1,1043,9,0,184,0,2,270,38,12,63,227,10,67
0,250,215,17,167,6,202,54,14,159,80,261,47,333,0,1,105,0,130,19,3,66,0,9,88,0,4,939,6,59,15,8,23,6,1,42,7,98,1,40,125,289,58,6,23,14,5,51,18,117,100,38,0,6,146,229,2,820,13,0,194,0,8,644,84,34,93,103,32,123
1,50,12,9,1,11,264,1,16,42,0,7,41,6,1,5488,3,0,0,5,2,2,0,17,22,0,0,4,23,10,10,2,0,0,0,2,4,5,2,2,376,14,174,0,1121,3,6,7,1,0,3,29,0,23,3,168,0,4,1,35,3,7,6,203,24,17,2,0,138,31
0,319,228,22,140,10,309,51,39,247,57,274,131,258,0,10,113,0,50,31,3,64,0,17,102,0,4,545,7,81,23,7,15,7,1,48,7,127,2,38,276,235,120,4,60,24,14,43,22,91,89,50,0,15,81,256,1,537,14,2,163,0,18,1082,131,62,114,42,62,155
0,242,231,15,206,5,172,63,11,148,119,294,38,400,0,0,116,0,221,17,2,73,0,8,86,0,6,1280,4,58,13,8,31,7,1,44,6,102,0,44,95,325,45,7,14,13,4,54,20,155,114,34,0,4,183,211,2,1090,14,0,234,0,6,585,78,29,103,165,24,119
0,41,82,1,206,0,11,39,0,19,464,149,2,301,0,0,55,0,1989,2,0,35,0,0,14,0,9,2349,0,10,1,1,55,3,1,16,0,32,0,19,3,149,1,6,0,2,0,15,9,249,61,3,0,0,165,22,1,1715,4,0,188,0,0,67,10,2,49,942,0,18
0,333,289,20,232,8,249,74,29,243,136,382,103,393,0,2,156,0,146,30,2,87,0,13,105,0,8,1040,5,86,20,8,28,10,1,61,6,158,1,50,190,311,84,7,28,24,10,51,29,171,124,44,0,10,125,231,2,990,17,0,255,0,15,1031,127,55,158,108,42,157
1,90,24,15,3,16,382,2,24,72,0,15,63,14,2,3358,6,0,0,9,3,5,0,24,39,0,0,10,30,18,16,3,0,0,0,4,7,11,3,4,499,29,231,0,1084,5,9,12,1,1,7,44,0,29,7,258,0,10,2,34,6,7,9,347,42,27,5,0,175,54
0,273,152,21,67,13,353,28,65,249,19,169,223,123,0,63,72,0,10,33,3,38,0,22,82,0,2,185,7,71,26,6,5,5,0,34,6,98,3,23,446,127,183,2,136,26,23,27,15,38,50,49,0,27,30,222,1,202,9,6,81,2,27,1174,132,75,78,9,94,132
1,74,20,12,3,13,320,2,21,61,0,12,56,10,2,3288,5,0,0,8,2,4,0,21,32,0,0,8,24,15,13,2,0,0,0,3,6,9,2,3,436,23,200,0,964,4,8,10,1,1,5,36,0,26,5,208,0,8,2,32,5,6,8,294,35,23,4,0,151,44
0,140,168,8,198,2,80,54,3,70,144,219,9,412,0,0,83,1,509,7,1,59,0,3,55,0,5,1831,3,32,6,6,40,5,2,29,5,60,0,36,29,312,15,7,3,5,1,48,13,164,100,19,0,1,266,137,2,1372,10,0,221,0,2,254,37,12,66,350,8,71
0,239,198,18,139,7,220,48,10,138,52,218,32,326,1,2,85,0,115,16,3,60,1,10,94,0,3,920,9,53,15,9,21,6,1,35,9,77,1,38,117,314,58,5,29,11,4,61,15,91,96,43,0,6,184,285,2,753,13,1,172,0,6,542,75,29,69,99,35,124
0,395,224,38,92,21,602,40,34,260,17,203,100,250,2,63,83,0,24,31,6,58,1,32,157,0,1,444,29,85,35,13,10,5,1,39,19,93,3,39,449,312,215,4,224,20,13,78,15,47,88,98,0,24,129,607,2,393,15,6,127,1,16,1099,144,67,66,26,139,213
0,257,243,15,217,5,178,66,15,171,137,322,55,383,0,0,130,0,196,20,2,76,0,8,85,0,7,1161,3,64,14,7,30,8,1,50,6,121,0,44,113,298,51,7,15,16,5,47,23,166,113,33,0,5,144,191,2,1043,15,0,239,0,8,697,90,36,124,142,26,123
1,184,57,26,10,26,639,6,48,151,0,38,132,33,3,2905,16,0,0,19,5,12,0,41,75,1,0,28,40,38,29,5,1,1,0,10,12,26,5,8,830,63,377,0,1294,11,18,24,3,3,16,77,0,49,15,426,0,28,4,44,16,10,19,724,87,55,13,1,267,106
0,350,201,31,87,17,487,37,44,262,20,200,139,201,1,56,83,0,19,33,5,52,0,27,125,0,2,341,17,82,31,9,8,6,0,39,12,100,3,33,442,228,199,3,175,23,16,53,16,47,74,75,0,25,77,410,1,328,13,6,114,1,20,1154,142,71,75,19,117,180
1,248,120,22,42,15,394,19,76,237,9,122,255,83,1,176,53,0,4,32,3,28,0,26,76,0,1,104,9,64,27,5,3,4,0,26,5,78,4,17,564,95,229,1,230,25,26,22,11,22,36,51,0,35,20,226,1,117,8,12,54,4,30,1151,127,78,57,4,121,123
0,272,191,24,104,11,328,40,12,152,25,183,35,291,1,8,72,0,61,17,4,54,1,15,116,0,2,702,18,57,20,11,14,4,1,31,14,68,1,37,174,331,89,4,67,11,4,75,12,59,89,62,0,8,195,435,2,561,13,1,140,0,6,597,84,33,53,60,59,148
0,174,167,11,149,4,125,45,8,104,84,209,25,296,0,0,83,0,167,12,2,53,0,6,63,0,4,958,4,41,10,6,23,5,1,31,5,72,0,32,66,243,32,5,11,9,3,40,14,111,84,25,0,3,141,158,2,804,10,0,170,0,4,409,55,21,72,125,18,86
0,353,291,20,225,8,261,72,52,299,144,407,189,330,0,3,170,0,98,38,2,85,0,14,100,0,9,775,3,98,22,7,23,11,1,68,4,191,1,46,258,250,105,5,34,34,18,38,34,168,113,42,0,14,77,195,1,811,16,1,238,0,23,1334,154,75,194,70,48,160
1,164,55,21,11,19,489,7,43,138,1,40,124,34,2,1402,17,0,0,17,4,12,0,31,63,1,0,31,26,35,24,4,1,1,0,10,9,27,4,8,642,58,286,0,776,11,16,20,3,4,16,60,0,38,13,319,0,31,4,29,17,7,17,660,78,49,14,1,192,92
0,3,0,1,0,1,21,0,1,2,0,0,3,0,0,3229,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,38,0,17,0,227,0,0,0,0,0,0,2,0,2,0,12,0,0,0,7,0,1,0,11,1,1,0,0,15,2
1,360,192,36,73,21,591,33,35,244,12,171,103,202,2,88,70,0,16,29,6,49,1,32,143,0,1,334,29,78,34,12,8,5,1,34,17,82,3,33,468,261,222,3,257,19,13,67,13,36,73,93,0,25,101,568,2,300,13,8,103,2,16,1043,135,65,56,18,144,195
0,158,74,16,24,11,293,12,27,125,3,66,82,61,1,115,28,0,3,16,3,18,0,17,58,0,0,82,12,36,17,4,2,2,0,14,6,37,2,12,309,81,138,1,184,11,10,22,5,11,25,41,0,18,23,222,0,81,5,7,33,2,12,567,69,38,25,3,85,84
1,317,127,37,32,28,746,18,62,251,3,100,180,93,3,731,42,0,2,32,6,28,0,46,121,1,0,105,36,69,40,9,2,3,0,23,15,60,5,20,840,142,379,1,731,20,23,43,8,13,39,99,0,49,38,546,1,103,9,26,48,6,26,1161,141,81,36,3,248,174
0,130,160,6,212,1,62,54,5,80,227,247,19,330,0,0,97,1,419,10,1,56,0,3,42,0,8,1378,1,33,5,4,36,6,1,33,2,78,0,31,31,212,14,6,2,8,1,28,17,195,87,13,0,1,128,78,1,1183,9,0,213,0,3,311,41,14,94,254,7,60
0,294,227,21,150,9,279,52,20,193,57,259,65,317,1,4,104,0,85,23,3,66,1,14,106,0,4,783,9,69,20,9,19,7,1,43,9,103,1,41,186,298,87,5,44,17,7,57,19,97,100,50,0,9,138,297,2,694,14,1,181,0,10,795,103,44,92,72,49,148
0,273,151,26,61,15,418,27,28,189,11,140,84,159,1,52,58,0,14,23,4,39,0,23,105,0,1,270,18,60,25,8,6,4,1,28,12,67,2,26,340,196,159,2,164,15,10,48,10,31,57,66,0,18,74,390,1,247,10,5,84,1,13,816,104,51,48,15,100,145
1,171,54,26,9,24,604,6,30,125,0,34,80,36,3,1964,14,0,0,15,5,11,0,36,76,1,0,33,48,33,26,6,1,1,0,9,14,22,3,8,644,72,308,0,1124,9,12,28,3,3,16,77,0,36,21,477,0,31,4,32,16,7,13,573,72,43,11,1,235,102
0,117,133,7,149,2,70,41,2,59,100,170,8,314,0,0,65,0,337,6,1,46,0,3,46,0,4,1329,2,26,5,4,29,4,1,23,4,48,0,28,27,245,14,5,3,4,1,39,11,119,78,16,0,1,202,117,1,1004,8,0,168,0,1,216,31,10,51,238,8,59
1,253,96,33,22,26,681,12,39,185,2,69,108,74,3,802,29,0,2,22,6,21,0,40,106,1,0,81,44,52,33,8,2,2,0,16,16,40,4,15,680,124,321,1,774,13,15,42,5,8,31,93,0,38,38,558,1,76,7,23,35,5,17,832,105,58,22,2,228,145
2,55,8,125,14,1,0,59,3,127,274,13,2,227,9,0,44,105,98,230,12,1,16,383,92,19,216,53,16,7,1,1,401,158,64,222,64,0,0,37,0,132,1,7,1,2,336,6,3,78,61,1,2,1,29,28,13,184,36,1,274,13,1,133,202,44,7,899,97,6
9,18,1,89,0,3,1,2,14,68,0,1,8,6,18,702,3,2,0,132,8,0,2,952,31,25,2,0,44,2,1,0,2,11,2,21,34,0,2,2,2,8,6,0,88,1,1065,1,0,1,3,1,3,12,0,20,1,1,4,96,6,733,2,92,114,48,0,1,566,2
14,85,7,309,4,7,2,28,18,238,22,7,10,96,43,39,25,35,4,438,31,1,16,1758,154,68,43,10,99,10,3,2,77,101,30,168,155,0,3,25,2,91,8,3,40,4,1413,7,2,15,35,3,7,12,12,78,8,39,33,33,105,271,3,277,393,116,4,63,710,10
10,97,10,281,9,4,1,51,16,268,88,13,10,172,28,6,45,73,18,500,26,1,20,1308,161,54,122,23,54,12,3,2,191,173,51,266,126,0,2,38,1,129,5,5,14,5,1303,8,3,40,57,2,7,8,19,62,12,92,45,13,204,127,3,305,433,118,8,214,436,11
0,8,2,9,14,0,0,34,0,18,1638,7,0,121,0,0,23,91,639,34,0,0,3,16,10,1,454,63,0,1,0,0,564,76,31,85,3,0,0,12,0,35,0,5,0,0,26,1,1,140,25,0,0,0,10,1,5,222,9,0,193,0,0,17,26,4,5,3201,2,0
0,6,2,8,8,0,0,21,0,11,581,4,0,88,0,0,13,53,361,20,1,0,3,14,9,1,183,45,0,1,0,0,345,41,23,49,4,0,0,9,0,31,0,3,0,0,14,1,1,68,18,0,0,0,11,2,3,142,6,0,119,0,0,10,17,3,2,2097,2,0
8,80,8,243,7,4,1,42,11,209,65,10,7,149,26,5,35,59,16,383,24,1,18,1091,140,47,89,21,55,10,2,2,161,134,44,209,122,0,2,32,1,117,4,5,12,4,912,7,2,31,48,2,5,6,18,58,10,79,38,10,169,94,2,233,339,89,6,194,368,9
13,56,4,234,2,6,2,14,13,154,6,4,7,48,40,84,12,15,1,281,24,0,10,1506,107,56,15,4,107,6,3,1,31,50,15,88,129,0,2,14,2,53,7,1,54,2,1016,5,1,6,18,2,5,10,7,65,4,16,19,41,48,303,2,181,259,80,2,21,690,7
16,49,3,226,1,7,2,9,17,149,2,2,10,28,44,313,9,9,0,278,23,0,7,1791,92,59,8,2,117,6,3,1,14,36,9,65,113,0,3,9,3,34,10,1,101,2,1370,4,1,3,12,2,6,15,3,60,3,8,14,85,28,616,3,185,253,88,1,7,929,6
17,75,5,327,2,8,3,19,13,191,8,5,7,72,60,93,16,21,2,342,36,1,14,1973,153,79,19,7,173,8,4,2,46,64,22,114,206,0,3,20,3,82,9,2,71,3,1081,8,1,8,26,3,6,12,12,100,6,24,27,47,68,329,2,219,324,95,2,35,902,10
3,75,10,149,17,1,0,74,17,248,463,20,13,198,8,0,69,126,58,496,11,1,16,601,97,22,408,35,9,11,1,1,358,271,57,364,41,0,1,40,0,99,2,8,2,6,1309,4,6,104,63,0,5,4,12,21,13,156,43,3,308,46,3,293,382,105,16,481,153,7
10,75,7,267,5,5,2,31,9,183,29,7,5,122,36,11,25,41,9,326,29,1,17,1256,147,56,48,16,91,9,3,2,111,96,37,158,162,0,1,28,1,112,5,4,21,3,763,9,2,19,40,2,5,6,19,76,9,56,33,14,125,116,2,201,303,79,4,125,470,9
11,61,4,198,3,5,1,18,30,219,17,5,20,47,23,58,20,21,1,434,16,0,8,1404,90,43,37,4,39,8,3,1,38,82,15,133,64,0,4,15,3,41,8,1,34,5,2216,3,2,10,20,1,8,14,3,36,4,19,21,41,62,416,5,281,354,125,4,20,577,7
2,48,8,89,17,0,0,65,6,138,586,16,4,199,4,0,55,123,112,267,6,1,12,283,65,12,399,47,5,7,0,0,433,203,55,266,28,0,0,33,0,92,0,8,0,3,493,3,4,112,56,0,2,1,15,14,11,187,33,0,296,12,1,153,212,50,12,861,64,5
1,59,10,106,22,0,0,82,7,169,781,21,5,249,5,0,69,156,150,327,8,1,15,336,79,15,519,60,6,8,0,0,556,256,69,331,34,0,0,41,0,113,0,10,0,4,597,4,5,146,70,0,2,1,18,16,14,239,40,0,373,13,1,187,259,61,15,1126,74,5
15,90,7,332,4,7,2,30,16,238,23,8,9,109,48,36,26,38,5,434,34,1,18,1816,169,73,44,12,116,10,4,2,87,103,33,173,181,0,3,28,2,105,8,3,41,4,1281,9,2,16,38,3,7,11,15,89,9,45,36,31,114,247,3,273,396,113,4,76,732,11
13,66,5,277,2,6,2,18,10,164,9,4,5,70,49,54,15,21,2,291,31,1,13,1581,135,65,20,7,139,7,3,2,48,60,22,105,178,0,2,18,2,78,7,2,50,2,849,7,1,8,25,3,5,9,12,85,6,25,24,32,67,228,2,185,276,79,2,40,697,8
13,45,3,171,1,5,2,9,33,177,5,3,21,22,24,239,11,9,0,354,14,0,5,1513,68,41,14,1,45,6,3,1,13,46,7,79,53,0,4,8,3,22,9,1,64,4,2432,2,1,4,10,1,8,18,1,31,2,7,13,83,28,775,5,237,289,114,2,5,727,5
6,63,7,171,7,3,1,38,11,182,86,10,7,122,15,3,34,56,16,344,15,1,13,770,100,31,108,18,27,8,2,1,150,131,36,196,70,0,1,27,1,84,3,4,7,3,896,5,3,33,40,1,4,5,12,35,8,71,31,6,153,71,2,208,291,79,6,175,243,7
2,59,10,129,20,1,0,81,2,129,495,17,2,332,8,0,56,154,223,232,12,2,21,343,102,19,327,91,15,8,1,2,671,197,91,271,71,0,0,48,0,180,0,11,0,2,274,8,4,124,83,0,2,1,47,30,17,304,44,0,396,8,0,130,205,41,9,1912,80,6
4,72,10,167,15,1,0,67,8,188,276,16,5,231,12,0,54,113,70,350,15,1,19,591,114,27,247,46,20,9,1,1,376,201,66,284,73,0,1,42,0,136,1,8,2,4,651,6,4,81,67,1,4,2,24,34,14,172,44,2,294,29,1,205,297,71,10,660,157,8
13,27,1,147,0,5,2,3,13,87,0,1,7,10,36,964,3,3,0,164,15,0,3,1446,52,43,2,0,107,3,2,1,4,14,3,28,74,0,3,4,3,14,9,0,147,1,1049,2,0,1,5,2,4,14,1,41,1,2,7,125,10,827,2,113,150,58,1,1,883,4
7,97,11,224,14,3,1,69,22,307,240,19,15,195,15,2,65,106,32,601,18,2,19,1014,135,38,268,30,22,14,2,1,278,253,57,361,72,0,2,42,1,116,3,7,6,7,1723,5,5,73,65,1,8,7,14,37,13,127,49,8,275,99,3,363,481,136,14,316,295,9
2,52,8,115,13,1,0,56,4,131,287,13,3,202,8,0,44,100,84,241,10,1,15,370,83,18,228,45,12,7,1,1,363,160,57,223,52,0,0,34,0,113,1,7,1,2,392,5,3,77,56,0,2,1,22,24,11,165,34,1,258,14,1,139,205,46,8,746,93,5
0,14,4,21,18,0,0,48,0,28,1196,9,0,209,0,0,29,121,776,49,2,1,7,36,22,2,394,104,1,2,0,0,781,96,54,115,11,0,0,21,0,76,0,8,0,0,33,2,2,150,42,0,0,0,29,4,8,326,16,0,277,0,0,25,42,7,5,4661,5,1
2,45,6,93,10,1,0,43,8,135,230,11,5,126,5,0,38,73,37,262,7,1,10,359,62,15,204,23,7,6,1,1,219,145,36,199,31,0,1,24,0,67,1,5,1,3,608,3,3,57,39,0,3,2,9,15,8,98,26,2,182,23,1,154,209,55,8,325,93,4
17,44,2,217,1,7,2,6,19,139,1,2,10,20,46,602,7,6,0,260,22,0,6,1900,83,59,5,1,127,5,3,1,9,28,7,53,107,0,4,7,4,27,11,0,138,2,1460,3,1,2,9,2,6,18,2,58,2,5,12,118,20,833,3,176,237,86,1,4,1057,6
7,60,6,150,5,2,1,29,27,224,68,9,20,71,11,8,32,40,5,456,11,1,9,887,78,28,103,8,16,9,2,1,81,131,21,192,39,0,2,19,1,46,4,2,9,6,2000,2,3,25,27,1,7,9,4,22,5,38,25,14,106,178,5,285,352,117,7,59,296,6
19,47,2,230,1,8,2,7,22,151,1,2,12,20,49,743,7,6,0,284,23,0,6,2073,87,63,6,1,132,5,3,1,9,30,7,56,109,0,4,8,4,27,12,1,156,3,1678,3,1,2,9,2,7,20,2,60,2,5,12,138,21,985,3,193,257,96,1,4,1165,6
1,33,6,71,13,0,0,49,1,66,314,10,0,214,5,0,32,95,178,116,7,1,13,172,59,10,192,65,9,4,0,1,453,110,59,151,43,0,0,29,0,115,0,7,0,1,117,5,2,78,51,0,1,0,35,18,10,206,26,0,246,3,0,64,105,20,5,1503,39,3
6,111,15,288,19,4,1,93,9,259,282,21,5,365,25,0,70,153,100,467,28,2,32,979,196,49,268,73,49,13,2,3,540,257,104,377,156,0,1,64,0,241,3,11,5,4,758,13,5,100,103,2,4,4,50,70,22,255,67,4,418,41,1,273,416,94,11,1024,275,12
9,79,7,250,6,4,1,37,12,208,48,9,7,130,29,8,31,50,11,383,25,1,17,1189,139,50,72,17,62,10,3,2,131,121,39,192,126,0,2,30,1,107,4,4,16,4,978,7,2,25,43,2,5,7,16,61,9,65,36,13,146,118,2,235,341,92,5,144,419,9
4,98,15,206,25,1,0,107,11,270,615,25,7,346,12,0,88,188,134,513,17,2,25,706,145,31,493,73,18,13,1,1,636,328,97,448,79,0,0,61,0,183,1,12,1,5,968,7,6,150,99,0,5,2,30,36,21,285,63,1,473,33,1,298,421,101,17,1159,176,10
14,43,2,190,1,6,2,8,19,140,3,2,11,23,34,271,8,8,0,267,18,0,6,1554,76,49,8,1,83,5,2,1,13,34,7,61,84,0,3,8,3,27,9,1,82,3,1434,3,1,3,10,2,6,15,2,46,2,7,12,77,25,597,3,178,236,85,1,6,793,5
7,69,7,196,6,3,1,34,16,208,58,9,10,103,19,7,32,47,9,398,17,1,13,1000,107,37,86,13,33,9,2,1,111,124,31,190,76,0,2,25,1,76,4,3,12,4,1239,5,2,26,36,1,6,7,9,39,8,53,30,12,130,127,3,246,334,97,6,105,341,8
5,34,3,92,2,2,1,13,20,132,22,4,14,31,8,12,15,17,1,270,7,0,5,619,44,18,39,3,11,5,1,0,30,62,9,95,24,0,2,9,1,22,3,1,10,3,1407,1,1,9,12,1,5,7,2,14,2,14,13,14,45,170,3,172,209,74,3,17,226,4
8,99,11,300,12,4,1,64,7,221,112,14,5,264,33,2,47,96,45,390,32,2,28,1111,190,55,131,46,76,11,2,3,318,173,77,268,189,0,1,50,1,205,3,8,10,3,664,13,3,53,77,2,5,5,44,84,17,156,54,6,276,57,1,232,362,84,7,533,351,12
3,64,10,143,16,1,0,69,5,157,342,16,3,254,10,0,53,123,107,287,13,1,19,453,104,22,270,58,17,8,1,1,454,193,71,269,67,0,0,42,0,144,1,9,1,3,450,6,3,93,70,1,3,1,29,30,15,207,42,1,318,17,1,165,247,55,9,960,114,6
2,48,6,94,10,1,0,44,14,169,269,12,10,109,5,0,44,73,27,345,6,1,9,409,58,14,252,18,5,7,1,0,191,172,32,231,23,0,1,23,0,54,1,4,1,4,1049,2,4,60,36,0,4,3,5,12,7,83,26,2,177,40,2,205,260,75,10,224,106,4
16,59,3,236,1,7,2,12,26,197,6,4,16,35,37,212,13,13,0,379,22,0,8,1857,99,58,16,2,82,7,3,1,21,55,11,95,95,0,4,12,3,38,10,1,78,4,2012,3,1,5,15,2,8,18,3,53,3,11,18,79,40,661,4,251,327,117,2,10,888,7
